timestamp_s,flight_id,altitude_m,airspeed_ms,pitch_deg,roll_deg,yaw_deg,motor1_temp_c,motor2_temp_c,motor3_temp_c,motor4_temp_c,battery_v,battery_pct,vibration_g,altitude_ms_rate,airspeed_ms_rate,motor_max_temp,motor_temp_spread,motor_temp_zscore,vibration_zscore,phase,fault_flag,fault_reason
0.0,FLT_003,0.0,0.0,8.0,0.814,0.045,54.74,56.0,55.3,54.61,52.065,100.0,0.4137,,,56.0,1.3900000000000006,,,landing,False,
0.1,FLT_003,0.54,0.04,8.0,0.673,359.939,54.14,53.35,53.97,54.14,52.146,99.6,0.352,5.4,0.4,54.14,0.7899999999999991,,,landing,False,
0.2,FLT_003,0.0,0.08,8.0,-1.975,359.976,53.91,55.74,56.02,55.25,52.013,99.9,0.2705,-5.4,0.4,56.02,2.1100000000000065,,,landing,False,
0.3,FLT_003,0.0,0.12,8.0,1.048,0.165,55.45,55.25,55.76,54.84,52.016,99.9,0.3096,0.0,0.3999999999999999,55.76,0.9199999999999946,,,landing,False,
0.4,FLT_003,0.83,0.16,8.0,2.681,0.202,55.71,55.35,55.4,55.33,52.02,100.0,0.3,8.299999999999999,0.4000000000000001,55.71,0.38000000000000256,0.23375912669782986,-0.5249366101709187,landing,False,
0.5,FLT_003,0.71,0.2,8.0,2.57,0.177,55.14,54.27,54.89,55.42,51.848,100.0,0.2932,-1.2,0.4000000000000001,55.42,1.1499999999999986,-0.12523088721528755,-0.5784102678162053,landing,False,
0.6,FLT_003,1.28,0.24,8.0,2.924,0.21,54.27,55.04,54.74,56.11,52.018,99.8,0.3506,5.700000000000001,0.3999999999999998,56.11,1.8399999999999963,0.755200925322134,0.48565150665751594,landing,False,
0.7,FLT_003,1.17,0.28,8.0,3.541,0.027,54.44,54.52,56.17,55.89,51.768,99.6,0.2999,-1.100000000000001,0.40000000000000036,56.17,1.730000000000004,0.7584477345381584,-0.5188640027750879,landing,False,
0.8,FLT_003,1.07,0.32,8.0,3.354,0.088,54.25,54.58,55.3,55.64,51.94,99.7,0.2671,-0.9999999999999987,0.3999999999999998,55.64,1.3900000000000006,-0.03755262031946963,-1.0736499872276855,landing,False,
0.9,FLT_003,2.05,0.36,8.0,-2.556,0.045,55.02,54.47,54.11,54.97,52.048,100.0,0.3807,9.799999999999997,0.3999999999999998,55.02,0.9100000000000037,-0.9336684246826464,1.1747750300615407,landing,False,
1.0,FLT_003,2.43,0.4,8.0,-0.963,0.153,54.55,56.33,53.68,56.68,51.943,99.8,0.2835,3.8000000000000034,0.40000000000000036,56.68,3.0,1.4611641003418714,-0.7686883123545135,landing,False,
1.1,FLT_003,1.85,0.44,8.0,0.341,0.165,55.06,53.84,54.56,53.91,51.815,100.0,0.2938,-5.800000000000001,0.3999999999999998,55.06,1.2199999999999989,-0.8756396819625676,-0.5236232968525706,landing,False,
1.2,FLT_003,3.29,0.48,8.0,0.387,0.018,55.25,57.56,54.91,55.9,51.985,100.0,0.3059,14.399999999999999,0.3999999999999998,57.56,2.6500000000000057,2.128490535382209,-0.2504830089747861,landing,False,
1.3,FLT_003,3.39,0.52,8.0,-1.933,359.992,57.14,56.42,55.27,55.22,52.056,99.8,0.31,1.0000000000000009,0.40000000000000036,57.14,1.9200000000000017,1.429646920137255,-0.15221125253043052,landing,False,
1.4,FLT_003,4.04,0.56,8.0,-0.818,359.829,55.57,53.9,53.99,54.18,51.876,100.0,0.267,6.499999999999999,0.40000000000000036,55.57,1.6700000000000017,-0.34985838708230005,-1.0768745198341496,landing,False,
1.5,FLT_003,2.88,0.6,8.0,1.458,359.898,55.25,54.77,56.11,57.11,51.99,100.0,0.2918,-11.600000000000001,0.39999999999999925,57.11,2.3399999999999963,1.330322842823356,-0.4796710968509694,landing,False,
1.6,FLT_003,3.15,0.64,8.0,1.943,359.82,54.69,57.07,55.7,53.63,51.909,99.8,0.3556,2.7,0.40000000000000036,57.07,3.4399999999999977,1.1887230027228473,0.9853958172997382,landing,False,
1.7,FLT_003,3.2,0.68,8.0,-1.056,359.898,56.51,55.45,53.67,54.8,52.072,100.0,0.3431,0.5000000000000027,0.40000000000000036,56.51,2.8399999999999963,0.5405394711310875,0.6591018046425572,landing,False,
1.8,FLT_003,3.83,0.72,8.0,-0.496,359.774,54.81,54.1,55.59,57.17,52.233,99.5,0.2026,6.299999999999999,0.39999999999999925,57.17,3.0700000000000003,1.2088872546877527,-2.2531269371543554,landing,False,
1.9,FLT_003,3.22,0.76,8.0,1.366,359.806,54.77,55.85,54.04,55.7,51.896,99.9,0.2203,-6.099999999999999,0.40000000000000036,55.85,1.8100000000000023,-0.2722614896532262,-1.6859785625733295,landing,False,
2.0,FLT_003,3.87,0.8,8.0,-0.319,359.825,56.29,54.6,53.33,56.33,51.788,100.0,0.2521,6.499999999999999,0.40000000000000036,56.33,3.0,0.2756481671027669,-1.005091034971028,landing,False,
2.1,FLT_003,4.61,0.84,8.0,-3.698,359.919,52.65,55.62,56.63,54.06,51.976,99.0,0.2079,7.400000000000002,0.39999999999999925,56.63,3.980000000000004,0.6111990554227105,-1.6993391671045919,landing,False,
2.2,FLT_003,4.0,0.88,8.0,-0.331,359.835,54.25,55.56,55.25,54.75,51.91,100.0,0.2352,-6.100000000000003,0.40000000000000036,55.56,1.3100000000000023,-0.6536744134954248,-1.127670043468428,landing,False,
2.3,FLT_003,4.47,0.92,8.0,-1.215,359.886,55.9,53.5,55.74,55.7,52.07,99.4,0.3162,4.6999999999999975,0.40000000000000036,55.9,2.3999999999999986,-0.2346490370789874,0.36797947755305915,landing,False,
2.4,FLT_003,5.06,0.96,8.0,-0.335,359.815,54.32,56.3,55.12,55.55,51.854,99.7,0.2421,5.899999999999999,0.39999999999999925,56.3,1.9799999999999969,0.257168189642719,-0.9928642545974843,landing,False,
2.5,FLT_003,4.91,1.0,8.0,3.112,359.907,52.83,52.62,54.83,54.66,51.97,99.7,0.3202,-1.4999999999999947,0.40000000000000036,54.83,2.210000000000001,-1.5012343424072632,0.4735563133891029,landing,False,
2.6,FLT_003,4.91,1.04,8.0,1.159,0.036,54.31,55.67,55.33,53.37,51.992,99.2,0.3114,0.0,0.40000000000000036,55.67,2.3000000000000043,-0.4560092113240484,0.2984168748482904,landing,False,
2.7,FLT_003,5.74,1.08,8.0,-1.164,359.976,56.29,54.8,54.17,55.5,51.979,99.5,0.2328,8.3,0.40000000000000036,56.29,2.1199999999999974,0.313622083627067,-1.1846838058024716,landing,False,
2.8,FLT_003,5.59,1.12,8.0,-0.123,359.908,56.75,52.98,53.98,55.29,51.98,99.4,0.3305,-1.5000000000000036,0.40000000000000036,56.75,3.770000000000003,0.8714720638672842,0.6919739916734768,landing,False,
2.9,FLT_003,5.9,1.16,8.0,-2.025,359.773,55.14,56.15,55.39,53.64,52.072,99.5,0.2468,3.100000000000005,0.39999999999999813,56.15,2.509999999999998,0.10313793754341352,-0.9169467999488514,landing,False,
3.0,FLT_003,5.66,1.2,8.0,2.073,359.564,53.81,54.18,55.98,54.7,52.079,99.8,0.3439,-2.400000000000002,0.40000000000000036,55.98,2.1699999999999946,-0.11599276840466693,0.957105333480592,landing,False,
3.1,FLT_003,5.9,1.24,8.0,-0.855,359.645,54.96,55.38,56.78,54.21,51.959,99.7,0.3104,2.400000000000002,0.40000000000000036,56.78,2.5700000000000003,0.9142469601306841,0.2942650340819229,landing,False,
3.2,FLT_003,6.76,1.28,8.0,2.402,359.758,53.93,54.88,54.24,54.21,52.031,99.7,0.3228,8.599999999999994,0.40000000000000036,54.88,0.9500000000000028,-1.5196270004146581,0.5310021967357499,landing,False,
3.3,FLT_003,7.33,1.32,8.0,2.619,359.741,54.71,55.85,54.83,55.55,52.135,99.6,0.2945,5.700000000000003,0.40000000000000036,55.85,1.1400000000000006,-0.25928947438171734,-0.03895717524673269,landing,False,
3.4,FLT_003,6.55,1.36,8.0,2.533,359.651,53.87,56.92,55.2,54.78,51.817,100.0,0.3267,-7.8000000000000025,0.40000000000000036,56.92,3.0500000000000043,1.1092493930051301,0.6081496526374663,landing,False,
3.5,FLT_003,7.36,1.4,8.0,1.138,359.603,53.11,55.05,55.26,54.8,52.199,99.5,0.2635,8.100000000000005,0.39999999999999813,55.26,2.1499999999999986,-1.0319168006380526,-0.6835485901081648,landing,False,
3.6,FLT_003,7.48,1.44,8.0,1.357,359.62,55.5,55.27,54.08,56.09,51.945,99.5,0.3203,1.200000000000001,0.40000000000000036,56.09,2.010000000000005,0.051932245613386774,0.4907595026890881,landing,False,
3.7,FLT_003,7.79,1.48,8.0,1.411,359.699,54.87,55.24,56.39,53.97,51.968,99.4,0.3704,3.099999999999996,0.40000000000000036,56.39,2.4200000000000017,0.4424836314563251,1.4781401406689452,landing,False,
3.8,FLT_003,7.56,1.52,8.0,0.702,359.589,54.98,54.8,53.21,55.28,52.006,99.5,0.2907,-2.3000000000000043,0.40000000000000036,55.28,2.0700000000000003,-1.0170498061782811,-0.16756741568667313,landing,False,
3.9,FLT_003,8.28,1.56,8.0,-1.983,359.595,57.21,55.71,54.94,53.52,52.123,99.1,0.3002,7.1999999999999975,0.40000000000000036,57.21,3.6899999999999977,1.5008621528496608,0.03103347050297519,landing,False,
4.0,FLT_003,8.27,1.6,8.0,-3.764,359.592,55.24,53.31,55.85,54.35,52.059,98.7,0.2707,-0.09999999999999787,0.40000000000000036,55.85,2.539999999999999,-0.28433006411967915,-0.5852388946958814,landing,False,
4.1,FLT_003,7.99,1.64,8.0,2.331,359.509,54.93,55.21,54.53,55.71,52.104,99.8,0.371,-2.7999999999999936,0.39999999999999813,55.71,1.1799999999999997,-0.46388732748911143,1.4985738407204687,landing,False,
4.2,FLT_003,8.21,1.68,8.0,0.211,359.589,56.11,54.11,56.41,56.47,52.092,99.4,0.2195,2.2000000000000064,0.40000000000000036,56.47,2.3599999999999994,0.5489153905700929,-1.6163245384530078,landing,False,
4.3,FLT_003,9.8,1.72,8.0,-2.13,359.68,56.57,53.94,54.38,55.12,51.838,99.7,0.2726,15.899999999999999,0.40000000000000036,56.57,2.6300000000000026,0.6731137632215183,-0.5144657490308401,landing,False,
4.4,FLT_003,9.21,1.76,8.0,0.099,359.662,54.39,56.45,53.62,55.43,52.008,99.4,0.3849,-5.899999999999999,0.40000000000000036,56.45,2.8300000000000054,0.5024406788385163,1.7360019959436213,landing,False,
4.5,FLT_003,9.13,1.8,8.0,0.394,359.669,55.82,55.64,55.07,56.19,51.868,99.7,0.3594,-0.8000000000000007,0.40000000000000036,56.19,1.1199999999999974,0.14328298595392375,1.1864318309752382,landing,False,
4.6,FLT_003,9.06,1.84,8.0,-2.028,359.567,56.28,54.72,54.15,54.15,51.904,99.6,0.3015,-0.7000000000000028,0.40000000000000036,56.28,2.1300000000000026,0.26541278602738305,0.017969622416850805,landing,False,
4.7,FLT_003,9.23,1.88,8.0,-1.985,359.615,53.9,54.23,56.22,53.36,51.757,99.4,0.2377,1.6999999999999993,0.39999999999999813,56.22,2.8599999999999994,0.17920764724380464,-1.2487077592779705,landing,False,
4.8,FLT_003,9.72,1.92,8.0,0.492,359.81,55.95,54.0,56.59,55.84,51.909,99.9,0.357,4.900000000000002,0.40000000000000036,56.59,2.5900000000000034,0.6937585288113145,1.141430095963836,landing,False,
4.9,FLT_003,9.32,1.96,8.0,-0.547,359.916,55.79,54.94,56.37,53.76,51.96,99.5,0.2912,-4.0000000000000036,0.40000000000000036,56.37,2.6099999999999994,0.37549928825700934,-0.1856324574684709,landing,False,
5.0,FLT_003,9.25,2.0,8.0,-0.15,359.886,55.78,55.06,55.3,54.99,51.807,99.8,0.329,-0.7000000000000028,0.40000000000000036,55.78,0.7899999999999991,-0.4667046925267567,0.6548007767111551,landing,False,
5.1,FLT_003,10.53,2.04,8.0,-0.722,359.723,55.76,54.54,56.38,54.06,51.963,99.4,0.3743,12.799999999999994,0.40000000000000036,56.38,2.3200000000000003,0.3620162861104282,1.5995374483240212,landing,False,
5.2,FLT_003,11.17,2.08,8.0,-2.889,359.755,55.28,55.45,55.13,54.03,51.965,98.9,0.3761,6.400000000000006,0.40000000000000036,55.45,1.4200000000000017,-1.0688561202658318,1.558104638443222,landing,False,
5.3,FLT_003,11.38,2.12,8.0,-0.906,359.743,54.23,54.72,53.94,56.58,51.944,99.7,0.3188,2.1000000000000085,0.40000000000000036,56.58,2.6400000000000006,0.6600680668370935,0.36248954093891644,landing,False,
5.4,FLT_003,11.13,2.16,8.0,-2.994,359.701,54.95,55.72,55.52,56.87,51.91,98.9,0.2899,-2.5,0.40000000000000036,56.87,1.9199999999999946,1.0665465657372253,-0.2334561381653991,landing,False,
5.5,FLT_003,10.8,2.2,8.0,1.682,359.752,53.24,55.31,54.69,55.36,51.75,99.2,0.346,-3.3000000000000007,0.40000000000000036,55.36,2.1199999999999974,-1.2553534422010089,0.9017291078187603,landing,False,
5.6,FLT_003,11.91,2.24,8.0,-2.676,359.756,55.55,55.18,55.95,56.49,51.865,100.0,0.2548,11.099999999999994,0.40000000000000036,56.49,1.3100000000000023,0.4690771174008248,-0.9376143250805336,landing,False,
5.7,FLT_003,12.19,2.28,8.0,-1.746,359.677,54.58,53.01,55.23,56.63,51.91,99.8,0.2207,2.7999999999999936,0.3999999999999959,56.63,3.6200000000000045,0.6666130675223956,-1.5662659733750386,landing,False,
5.8,FLT_003,11.75,2.32,8.0,-2.661,359.732,55.45,55.64,54.76,53.48,51.911,99.8,0.3607,-4.399999999999995,0.40000000000000036,55.64,2.1600000000000037,-0.8449465679498332,1.194271693443334,landing,False,
5.9,FLT_003,12.43,2.36,8.0,0.749,359.709,54.01,53.83,54.93,55.76,51.897,99.4,0.3232,6.799999999999997,0.40000000000000036,55.76,1.9299999999999997,-0.7047366026813071,0.4840441663330794,landing,False,
6.0,FLT_003,11.01,2.4,8.0,2.077,359.626,55.26,53.48,54.97,56.77,51.928,99.3,0.2349,-14.2,0.40000000000000036,56.77,3.2900000000000063,0.8784720412366324,-1.2731928588763797,landing,False,
6.1,FLT_003,12.4,2.44,8.0,2.272,359.541,55.89,53.61,55.63,56.71,51.82,99.0,0.265,13.900000000000006,0.40000000000000036,56.71,3.1000000000000014,0.754237361330348,-0.6557374666719167,landing,False,
6.2,FLT_003,12.6,2.48,8.0,-0.712,359.475,54.49,53.69,55.32,55.17,51.917,98.8,0.2543,1.999999999999993,0.40000000000000036,55.32,1.6300000000000026,-1.4569836244425323,-0.8425029046677145,landing,False,
6.3,FLT_003,12.34,2.52,8.0,0.359,359.446,54.22,55.24,54.4,56.0,51.884,99.5,0.3486,-2.599999999999998,0.40000000000000036,56.0,1.7800000000000011,-0.2984134510922221,0.9997842398664295,landing,False,
6.4,FLT_003,12.63,2.56,8.0,0.76,359.275,55.0,53.28,53.68,54.96,51.915,99.4,0.3148,2.9000000000000092,0.40000000000000036,55.0,1.7199999999999989,-1.9238685645598639,0.3190895543456653,landing,False,
6.5,FLT_003,13.53,2.6,8.0,-1.137,359.293,54.34,54.16,54.9,54.38,52.014,99.2,0.3895,8.999999999999986,0.40000000000000036,54.9,0.740000000000002,-1.9829260901016617,1.6965570955424785,landing,False,
6.6,FLT_003,13.39,2.64,8.0,-1.128,359.46,53.68,54.02,54.75,55.55,51.835,99.1,0.3955,-1.399999999999988,0.40000000000000036,55.55,1.8699999999999974,-0.8920051292199662,1.7573413762215906,landing,False,
6.7,FLT_003,13.73,2.68,8.0,-1.651,359.312,53.81,53.24,56.24,53.74,52.021,99.0,0.3988,3.3999999999999986,0.40000000000000036,56.24,3.0,0.25910511361880023,1.750901723815359,landing,False,
6.8,FLT_003,14.14,2.72,8.0,-0.278,359.141,54.39,56.29,56.53,55.1,52.068,99.0,0.3629,4.100000000000001,0.40000000000000036,56.53,2.1400000000000006,0.7841715594574105,1.0651260045229303,landing,False,
6.9,FLT_003,14.06,2.76,8.0,1.572,359.217,54.71,54.3,55.79,56.28,51.862,98.9,0.3431,-0.8000000000000007,0.3999999999999959,56.28,1.980000000000004,0.34226988156531635,0.6657982557353568,landing,False,
7.0,FLT_003,14.19,2.8,8.0,-1.877,359.262,53.38,53.43,55.01,55.45,51.897,100.0,0.3409,1.29999999999999,0.40000000000000036,55.45,2.0700000000000003,-1.0368367075755673,0.5950570251464716,landing,False,
7.1,FLT_003,14.47,2.84,8.0,0.357,359.176,56.6,55.85,53.33,53.73,51.942,98.8,0.3189,2.8000000000000114,0.40000000000000036,56.6,3.270000000000003,0.9127342356412556,0.13600974735761023,landing,False,
