timestamp_s,flight_id,altitude_m,airspeed_ms,pitch_deg,roll_deg,yaw_deg,motor1_temp_c,motor2_temp_c,motor3_temp_c,motor4_temp_c,battery_v,battery_pct,vibration_g
0.0,FLT_005,0.0,0.0,8.0,-0.248,0.128,55.23,55.84,54.23,55.19,52.07,100.0,0.3154
0.1,FLT_005,0.69,0.04,8.0,-0.106,0.175,55.24,55.28,56.63,54.05,51.897,99.9,0.2798
0.2,FLT_005,0.29,0.08,8.0,0.801,0.174,54.78,55.95,54.81,54.98,52.13,100.0,0.1641
0.3,FLT_005,0.44,0.12,8.0,2.508,0.077,54.34,54.22,56.41,54.61,51.85,100.0,0.4112
0.4,FLT_005,0.89,0.16,8.0,0.975,0.063,53.82,54.92,53.24,54.96,51.975,99.6,0.3292
0.5,FLT_005,0.0,0.2,8.0,1.103,0.057,55.99,55.83,55.62,54.57,52.171,99.5,0.302
0.6,FLT_005,1.36,0.24,8.0,-1.823,359.973,55.48,55.56,53.58,53.5,52.039,99.4,0.3216
0.7,FLT_005,0.79,0.28,8.0,-1.035,359.856,55.03,55.35,53.89,56.72,51.953,99.8,0.348
0.8,FLT_005,1.15,0.32,8.0,-2.07,0.041,54.04,54.94,54.63,55.85,51.892,100.0,0.2225
0.9,FLT_005,2.2,0.36,8.0,-3.5,0.095,55.14,55.51,54.63,52.34,51.954,99.9,0.2723
1.0,FLT_005,2.28,0.4,8.0,-1.913,0.126,56.76,54.51,53.4,52.45,52.117,99.7,0.3278
1.1,FLT_005,2.73,0.44,8.0,1.697,0.031,55.14,56.89,54.38,54.62,51.99,100.0,0.2739
1.2,FLT_005,2.74,0.48,8.0,-1.278,0.044,55.26,54.25,54.26,54.86,51.973,99.6,0.314
1.3,FLT_005,3.32,0.52,8.0,2.162,359.932,54.22,54.93,55.28,53.96,51.854,100.0,0.2489
1.4,FLT_005,2.05,0.56,8.0,1.134,0.075,56.18,54.45,56.11,55.19,51.759,99.8,0.4007
1.5,FLT_005,2.64,0.6,8.0,0.905,359.852,53.97,54.64,54.81,55.22,52.072,99.7,0.216
1.6,FLT_005,3.07,0.64,8.0,-1.504,359.763,54.02,54.35,54.63,53.67,52.159,100.0,0.2961
1.7,FLT_005,3.47,0.68,8.0,1.306,359.718,54.48,54.84,54.37,58.61,52.106,100.0,0.2504
1.8,FLT_005,3.29,0.72,8.0,-5.084,359.687,56.32,56.57,53.82,54.27,51.971,100.0,0.2548
1.9,FLT_005,3.98,0.76,8.0,0.336,359.546,55.34,55.83,55.13,54.83,52.039,99.6,0.3352
2.0,FLT_005,4.37,0.8,8.0,3.585,359.553,55.36,54.59,54.68,55.48,51.958,100.0,0.2779
2.1,FLT_005,4.48,0.84,8.0,-1.253,359.421,55.41,53.3,56.03,56.27,51.914,99.3,0.3108
2.2,FLT_005,4.43,0.88,8.0,2.486,359.535,54.31,55.61,54.12,55.01,52.038,99.6,0.2828
2.3,FLT_005,4.12,0.92,8.0,0.048,359.414,54.05,53.66,54.05,53.92,52.081,99.9,0.3297
2.4,FLT_005,5.32,0.96,8.0,-1.168,359.442,52.76,54.7,54.5,55.78,51.902,99.6,0.281
2.5,FLT_005,5.74,1.0,8.0,2.091,359.47,55.79,55.26,55.13,56.44,52.052,99.8,0.2901
2.6,FLT_005,5.84,1.04,8.0,-0.94,359.309,54.58,56.82,53.06,54.69,52.099,99.5,0.2833
2.7,FLT_005,5.63,1.08,8.0,-0.504,359.241,53.25,55.62,55.59,55.91,51.955,99.9,0.2761
2.8,FLT_005,6.18,1.12,8.0,4.479,359.368,56.13,53.87,55.37,55.54,52.068,99.4,0.2919
2.9,FLT_005,4.91,1.16,8.0,-0.847,359.376,54.0,55.56,52.82,54.56,51.972,99.9,0.2321
3.0,FLT_005,6.8,1.2,8.0,1.986,359.531,53.5,53.89,54.63,55.18,51.947,99.6,0.2201
3.1,FLT_005,6.34,1.24,8.0,-0.402,359.321,54.09,55.45,53.51,54.74,52.103,100.0,0.2671
3.2,FLT_005,6.36,1.28,8.0,-2.811,359.37,55.43,55.12,55.37,54.71,51.795,99.8,0.2763
3.3,FLT_005,6.45,1.32,8.0,-0.597,359.51,54.7,54.82,54.99,53.72,51.812,99.4,0.3739
3.4,FLT_005,7.0,1.36,8.0,0.418,359.455,55.09,55.08,55.5,54.49,51.913,99.4,0.3269
3.5,FLT_005,6.52,1.4,8.0,3.012,359.49,54.35,55.24,54.62,54.32,51.832,99.6,0.3509
3.6,FLT_005,6.94,1.44,8.0,-2.463,359.497,54.4,52.81,54.94,54.64,51.726,99.7,0.2959
3.7,FLT_005,7.88,1.48,8.0,1.175,359.511,57.09,55.99,55.87,54.55,51.909,99.9,0.2571
3.8,FLT_005,6.19,1.52,8.0,2.681,359.334,56.32,54.89,56.01,53.96,52.058,99.3,0.2624
3.9,FLT_005,7.61,1.56,8.0,0.561,359.345,55.73,53.99,55.02,55.4,51.963,100.0,0.3327
4.0,FLT_005,8.54,1.6,8.0,-1.665,359.463,54.6,54.75,56.28,55.18,51.967,99.1,0.2936
4.1,FLT_005,8.5,1.64,8.0,-3.755,359.374,53.12,55.95,55.54,55.04,52.045,98.9,0.2914
4.2,FLT_005,8.85,1.68,8.0,0.792,359.416,55.09,55.46,54.59,56.75,51.967,99.5,0.31
4.3,FLT_005,8.94,1.72,8.0,3.518,359.433,55.71,52.76,55.58,56.23,51.867,99.3,0.2596
4.4,FLT_005,9.1,1.76,8.0,-1.609,359.4,55.76,56.44,55.65,56.57,51.999,99.6,0.278
4.5,FLT_005,9.16,1.8,8.0,1.724,359.459,54.46,50.75,55.07,57.11,51.943,99.9,0.2755
4.6,FLT_005,9.21,1.84,8.0,-0.304,359.55,56.12,54.49,56.22,56.76,51.89,99.1,0.3653
4.7,FLT_005,9.38,1.88,8.0,0.827,359.668,53.69,56.62,53.2,55.17,51.788,99.3,0.2417
4.8,FLT_005,9.43,1.92,8.0,1.445,359.595,55.21,54.23,54.79,55.36,51.927,99.9,0.3761
4.9,FLT_005,10.13,1.96,8.0,-0.409,359.678,54.51,56.09,54.0,54.5,51.848,99.4,0.2505
5.0,FLT_005,10.33,2.0,8.0,-2.513,359.555,55.16,54.69,54.27,56.09,51.976,99.0,0.3015
5.1,FLT_005,10.56,2.04,8.0,-2.466,359.55,55.85,52.78,54.86,55.23,51.908,99.5,0.2958
5.2,FLT_005,9.94,2.08,8.0,-2.77,359.423,55.04,53.52,54.94,54.68,52.045,98.9,0.2612
5.3,FLT_005,10.41,2.12,8.0,-4.439,359.366,55.82,53.46,53.98,53.28,51.875,99.1,0.3014
5.4,FLT_005,10.69,2.16,8.0,3.236,359.514,55.31,54.74,54.63,54.8,51.98,99.0,0.3895
5.5,FLT_005,10.82,2.2,8.0,2.97,359.392,56.27,55.65,52.6,55.46,51.678,99.6,0.3189
5.6,FLT_005,11.57,2.24,8.0,-2.418,359.398,55.02,55.29,55.78,55.48,51.775,99.5,0.2708
5.7,FLT_005,10.86,2.28,8.0,0.883,359.404,53.58,55.4,54.59,55.09,52.005,99.4,0.3289
5.8,FLT_005,12.17,2.32,8.0,1.337,359.58,55.1,54.38,53.97,54.61,51.796,99.7,0.2924
5.9,FLT_005,11.85,2.36,8.0,0.942,359.4,56.39,53.4,56.83,55.08,51.815,98.9,0.347
6.0,FLT_005,12.02,2.4,8.0,-0.487,359.299,55.83,54.77,54.62,56.57,51.974,98.7,0.2378
6.1,FLT_005,11.85,2.44,8.0,1.849,359.266,55.36,52.79,55.77,55.4,51.789,99.4,0.3109
6.2,FLT_005,12.19,2.48,8.0,-0.764,359.294,55.18,54.9,53.76,55.57,51.969,98.4,0.3244
6.3,FLT_005,12.61,2.52,8.0,1.315,359.301,54.16,54.96,54.13,56.51,51.796,98.8,0.3549
6.4,FLT_005,12.91,2.56,8.0,3.164,359.275,53.88,55.06,57.65,54.44,51.887,99.1,0.3374
6.5,FLT_005,13.19,2.6,8.0,-0.649,359.158,52.07,57.22,53.87,55.05,51.881,99.4,0.3122
6.6,FLT_005,12.97,2.64,8.0,-2.883,359.076,54.4,56.46,54.4,55.91,51.982,98.9,0.2931
6.7,FLT_005,13.0,2.68,8.0,4.343,359.18,53.58,54.98,54.41,54.49,52.006,99.6,0.3022
6.8,FLT_005,13.79,2.72,8.0,1.021,359.162,55.29,53.93,54.1,55.38,51.747,98.6,0.305
6.9,FLT_005,14.89,2.76,8.0,0.949,359.156,56.1,53.9,54.73,53.69,51.833,98.8,0.2966
7.0,FLT_005,13.58,2.8,8.0,-0.202,359.175,53.35,54.97,55.97,54.8,51.715,99.0,0.2409
7.1,FLT_005,14.16,2.84,8.0,-0.527,359.378,54.49,55.21,54.69,54.6,51.882,99.0,0.3416
7.2,FLT_005,14.45,2.88,8.0,1.87,359.417,55.14,55.22,54.92,55.62,51.946,99.0,0.326
7.3,FLT_005,14.79,2.92,8.0,-2.225,359.504,54.88,54.26,54.19,54.53,51.797,98.6,0.344
7.4,FLT_005,14.33,2.96,8.0,-1.171,359.602,54.08,54.63,54.94,53.44,52.015,99.3,0.3144
7.5,FLT_005,15.5,3.0,8.0,1.174,359.753,55.0,56.46,53.64,54.03,51.712,98.8,0.3491
7.6,FLT_005,16.57,3.04,8.0,-1.997,359.596,54.73,55.82,54.94,54.79,51.854,98.8,0.214
7.7,FLT_005,15.33,3.08,8.0,-0.441,359.568,55.03,54.21,53.7,55.28,51.903,98.4,0.1916
7.8,FLT_005,15.63,3.12,8.0,1.061,359.589,54.16,55.86,54.04,55.92,52.006,98.6,0.2464
7.9,FLT_005,15.11,3.16,8.0,0.928,359.647,55.68,57.17,54.11,55.22,51.949,98.8,0.3158
8.0,FLT_005,16.32,3.2,8.0,0.933,359.668,54.77,55.43,56.12,55.8,51.947,98.8,0.2798
8.1,FLT_005,16.3,3.24,8.0,-2.032,359.882,54.17,54.87,53.54,57.19,51.896,98.9,0.368
8.2,FLT_005,15.1,3.28,8.0,-3.84,359.747,54.42,54.24,55.71,54.6,51.835,98.6,0.3079
8.3,FLT_005,16.45,3.32,8.0,0.631,359.603,56.26,55.68,53.78,54.9,51.956,98.4,0.3602
8.4,FLT_005,17.46,3.36,8.0,-1.076,359.651,53.09,56.85,54.94,54.37,51.804,98.9,0.3267
8.5,FLT_005,18.01,3.4,8.0,-2.902,359.904,55.84,53.26,54.85,56.44,51.82,99.1,0.3029
8.6,FLT_005,17.2,3.44,8.0,1.026,359.825,55.71,56.67,55.41,56.01,51.749,98.9,0.3805
