timestamp_s,flight_id,altitude_m,airspeed_ms,pitch_deg,roll_deg,yaw_deg,motor1_temp_c,motor2_temp_c,motor3_temp_c,motor4_temp_c,battery_v,battery_pct,vibration_g
0.0,FLT_001,0.25,0.0,8.0,0.644,359.933,53.02,53.95,54.41,55.15,52.069,100.0,0.2515
0.1,FLT_001,0.13,0.04,8.0,-1.563,359.861,56.02,55.69,53.82,54.63,51.966,100.0,0.415
0.2,FLT_001,0.72,0.08,8.0,1.383,0.004,55.08,54.74,54.73,53.28,52.017,100.0,0.3523
0.3,FLT_001,1.36,0.12,8.0,-1.181,0.19,53.85,54.6,51.91,55.64,51.942,99.6,0.3275
0.4,FLT_001,0.68,0.16,8.0,1.499,0.098,53.63,55.69,55.6,54.46,51.907,99.9,0.2721
0.5,FLT_001,0.88,0.2,8.0,-0.548,0.031,56.0,55.74,54.69,54.58,51.926,100.0,0.3619
0.6,FLT_001,1.99,0.24,8.0,-3.442,0.145,56.1,55.23,56.04,52.61,52.223,100.0,0.3441
0.7,FLT_001,1.78,0.28,8.0,-1.965,0.198,55.1,53.42,54.97,55.71,51.948,99.7,0.2947
0.8,FLT_001,1.37,0.32,8.0,-0.861,0.266,56.74,54.06,54.47,54.9,52.084,100.0,0.3544
0.9,FLT_001,2.07,0.36,8.0,2.736,0.356,54.03,55.98,54.93,55.12,52.19,100.0,0.3523
1.0,FLT_001,1.77,0.4,8.0,1.802,0.332,55.62,54.93,54.18,54.94,52.058,99.6,0.3137
1.1,FLT_001,1.97,0.44,8.0,3.248,0.365,54.14,55.11,56.0,53.83,51.899,99.3,0.2427
1.2,FLT_001,2.52,0.48,8.0,3.307,0.39,53.47,55.05,54.23,55.03,51.902,100.0,0.2489
1.3,FLT_001,1.64,0.52,8.0,-1.07,0.304,55.32,52.86,55.69,53.83,51.986,99.9,0.2208
1.4,FLT_001,1.94,0.56,8.0,-0.377,0.335,54.98,54.34,54.45,56.69,52.198,99.7,0.3662
1.5,FLT_001,2.72,0.6,8.0,-0.823,0.459,55.32,55.9,55.15,55.62,52.112,99.6,0.227
1.6,FLT_001,2.69,0.64,8.0,-1.343,0.426,55.42,55.25,56.11,55.16,52.022,99.8,0.3017
1.7,FLT_001,3.56,0.68,8.0,-3.683,0.441,57.29,55.96,53.86,54.82,51.946,100.0,0.2205
1.8,FLT_001,3.15,0.72,8.0,-0.029,0.462,55.4,55.04,55.69,55.8,52.002,99.3,0.3842
1.9,FLT_001,3.09,0.76,8.0,-2.571,0.433,53.64,56.28,54.5,54.4,51.981,99.6,0.2419
2.0,FLT_001,4.73,0.8,8.0,-0.068,0.501,54.4,55.81,54.73,54.34,51.978,100.0,0.3161
2.1,FLT_001,4.09,0.84,8.0,4.232,0.433,54.58,53.21,54.16,53.76,51.87,99.9,0.2216
2.2,FLT_001,4.43,0.88,8.0,-1.019,0.566,54.73,55.66,55.55,56.26,51.867,99.9,0.3435
2.3,FLT_001,3.89,0.92,8.0,0.39,0.629,56.03,54.47,55.02,54.97,51.987,99.8,0.3542
2.4,FLT_001,4.53,0.96,8.0,1.813,0.535,52.85,53.78,54.83,54.83,51.836,99.8,0.3009
2.5,FLT_001,5.06,1.0,8.0,0.561,0.705,55.51,55.46,53.23,55.52,51.887,99.5,0.2967
